sample_id,job_id,source_type,title,description,gold_required_skills,gold_optional_skills,gold_responsibilities,is_parseable,annotator,notes
JD-104,JOB01137,enterprise,Agent技术研发工程师-火山方舟大模型平台,"1、负责火山引擎-方舟平台的Agent核心系统研发，建设面向复杂任务的通用Agent基础设施能力；
2、设计并实现高可靠、可扩展的Agent运行时与执行引擎，提升Agent的执行效率、安全性和稳定性；
3、推进Agent平台能力产品化，提升开发者使用Agent技术的效率，支持更多复杂业务场景落地；
4、探索Agent方向的创新方法与技术动态，提出更先进的Agent范式，引领行业技术发展。
1、熟练掌握Python/Golang/Rust/Java等至少一门语言，具备扎实的代码功底和系统设计能力，熟练使用AI Coding工具；
2、理解大模型与Agent技术原理，熟悉工具调用、上下文管理、长程执行、Self-involve等关键机制，有Agent系统落地经验者优先；
3、熟悉云原生、分布式系统、任务调度、可观测性、资源隔离、网络访问控制等基础技术，有企业级平台或基础设施系统研发经验者优先；
4、对AI原生应用有强烈热情，关注前沿技术发展，具备快速复现论文及工程化能力，论文或开源项目贡献者优先。
熟练掌握Python、Golang、Rust、Java至少一门语言; 熟练使用AI Coding工具; 理解大模型与Agent技术原理; 熟悉工具调用、上下文管理、长程执行、Self-involve等机制; 有Agent系统落地经验优先; 熟悉云原生、分布式系统、任务调度、可观测性、资源隔离、网络访问控制等基础技术
火山方舟大模型平台; Agent技术研发",,,,,,
JD-105,GOV-2024-129113-300110013005,government,技术维护一级行政执法员,"用人司局：虎林海关
职位简介：从事海关科技及智慧海关建设工作。
专业要求：计算机科学与技术专业、网络工程专业、信息安全专业
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：行政执法类
备注：限2024届高校毕业生；本职位所指专业为具体专业名称；考生必须具备与填报学历及专业相应的学位；现场一线岗位；服从关区二次调配。",,,,,,
JD-106,job_d7abe6094859c408be90,legacy_label,腾讯云数据智能平台-资深产品经理-出海方向,"1.负责大数据与AI一体化平台的核心产品能力规划及规模化落地，通过技术创新和架构优化，构建一体化、更易用、高性价比的数据智能平台；
2.端到端主导产品全生命周期管理，包括需求分析、方案设计、研发协同、上线交付及商业化推广，持续提升产品体验和商业价值；
3.与海外标杆客户建立深度合作关系，通过客户访谈、POC验证和用户研究，挖掘DataOps、MLOps及Data+AI融合场景的创新机会，精准定义核心功能需求；
4.深度理解海外市场的数据合规要求（如GDPR等）、技术生态和客户需求，主导产品的国际化设计、主流数据生态集成及合规功能落地；
5.支持产品运营推广活动，参与行业峰会、技术社区运营及产品内容输出，提升公司和产品在大数据与AI领域的品牌影响力。",,,,,,
JD-107,job_33451ba6d2c3d78fdfc0,legacy_label,大模型训练框架研发工程师-强化学习/精调/蒸馏方向,"1.框架开发与优化：负责强化学习、模型精调、知识蒸馏等核心模块的设计与开发，提升框架的训练效率与易用性；
2.分布式训练支持：基于Megatron-LM、DeepSpeed等工具，优化大模型分布式训练策略（数据并行/张量并行/流水并行/专家并行等），解决显存、通信与计算瓶颈；
3.工具链构建：参与开发轻量化训练框架（如LLama-Factory、swift），支持快速模型微调、部署及多硬件平台适配；
4.前沿技术探索：跟踪学术动态（如RLHF、MoE架构、FlashMLA、EPLB、DualPipe等），将最新研究成果转化为框架功能，提升产品竞争力；
5.协作与文档：与产品团队紧密配合，提供框架级解决方案；编写技术文档与案例，赋能公有云客户。",,,,,,
JD-108,GOV-2025-132110-300147180001,government,监管部门一级主任科员及以下,"用人司局：国家金融监督管理总局通州监管支局
职位简介：主要从事金融信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作
专业要求：本科：计算机科学与技术、软件工程、网络工程；研究生：计算机科学与技术、软件工程
学历要求：本科或硕士研究生
学位要求：与最高学历相对应的学位
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.报名时请在专业栏中同时填写专业名称和专业代码；2.限2025届高校毕业生报考；3.要求本科学历大学英语四级成绩425分及以上，要求研究生学历大学英语六级成绩425分及以上，请在外语水平栏中注明成绩；4.专业考试信息请参见国家金融监督管理总局2025年度招考公告。",,,,,,
JD-109,JOB09498,enterprise,Backend Software Engineer（J93905）,"#NAME?
- 本科及以上学历，计算机或相关专业，2年以上后端开发经验
- 具备较强自驱力、学习能力、责任心与团队协作执行力
- 熟练掌握 Go 语言，编码规范良好，具备扎实的数据结构、算法与网络基础
- 熟悉 MySQL、Redis、ES、Kafka 等常用服务，了解 Kubernetes
- 具备系统性能优化与故障排查能力，能独立推动复杂问题闭环
- 具备基础数仓/数据建模能力，有Doris/Hive/Spark/Flink使用经验者优先
- 了解维度建模、分层建设与指标体系，熟悉常见数分方法（漏斗、留存、分群、A/B Test），能将结论转化为落地方案者优先
- 社区社交/语音直播或 AWS 相关经验者优先
要求熟练Go，具备数据结构、算法、网络基础，熟悉MySQL、Redis、ES、Kafka和Kubernetes，具备性能优化与故障排查能力，有数仓、数据建模、Doris/Hive/Spark/Flink、维度建模、分层建设、指标体系、漏斗、留存、分群、A/B Test或AWS经验优先。
后端与数据",,,,,,
JD-110,GOV-2024-154105-300147013001,government,统计信息部门一级主任科员及以下,"用人司局：国家金融监督管理总局通辽监管分局
职位简介：主要从事信息科技风险监管、电子设备软硬件管理及信息系统运行维护等工作。
专业要求：计算机科学与技术、软件工程
学历要求：仅限本科
学位要求：学士
政治面貌：不限
基层工作经历：无限制
考试类别：市（地）级及以下直属机构综合管理类
备注：1.应届高校毕业生；2.落户须符合当地有关政策，单位无法办理集体落户；3.大学英语四级成绩425分及以上；4.有关专业考试信息请参见国家金融监督管理总局2024年度招考公告。",,,,,,
JD-111,job_d881a6608f2105a36502,legacy_label,《王者荣耀》客户端开发工程师(AI方向),"1.负责设计机器学习驱动的游戏 AI 智能体相关的全链路工程方案；
2.负责机器学习驱动的游戏 AI 智能体相关的客户端局内战斗逻辑开发；
3.负责机器学习驱动的游戏 AI 智能体相关的客户端局外系统开发；
4.负责跟进游戏 AI 智能体相关的问题修复，及时响应外网线上运行情况。",,,,,,
JD-112,job_a352cc39230a1896ff5f,legacy_label,AI计算库开发工程师(北京/深圳),"1.基于自研 AI 芯片软件栈以及架构特点，研发和优化高性能算子，设计高效的数据流与计算流方案；
2.结合芯片计算单元和存储层次，构建可维护、可扩展的算子实现；
3.参与测试框架和性能分析体系的建设，提升算子研发效率、质量保障能力和生态易用性；
4.与编译器、runtime及业务团队协作，推动模型在自研芯片上的端到端性能优化与落地。",,,,,,
JD-113,GOV-2025-158112-300130860057,government,阿拉善边境管理支队警务技术一级主管及以下,"用人司局：内蒙古出入境边防检查总站
职位简介：属于公安机关人民警察，承担着维护国家主权、边境安全和社会秩序的重要职责，负责实施进出边境管理区人员、交通运输工具检查管理，边境地区治安、户籍、通行证等签发管理，防范查处非法入出境活动，侦办妨害国（边）境管理犯罪案件，协助查处边境地区其他刑事犯罪活动。该职位主要从事边防检查、大数据运维、信息化设备运维、无人驾驶设备运维使用等工作。专业技能突出的，经选拔加入巴尔虎突击队，从事区域处突反恐、应急支援等工作。实行24小时工作制度和弹性工作时间，分为日勤和全日勤，值班备勤较多，工作量适中。工资待遇按人民警察标准执行，享受加班补贴、值勤岗位津贴、艰苦边远地区补助或高原津贴。
专业要求：本科：0807电子信息类、0809计算机类、081805K飞行技术、0820航空航天类、082108T智能无人系统技术、120108T大数据管理与应用。专科：4603自动化类、460609无人机应用技术、610215大数据技术与应用
学历要求：大专或本科
学位要求：与最高学历相对应的学位
政治面貌：中共党员或共青团员
基层工作经历：二年
考试类别：市（地）级及以下直属机构综合管理类
备注：1．限社会在职人员、待业人员报考（高等学历教育各阶段均需取得相应学历和学位）。
2．按《公务员录用体检特殊标准（试行）》进行体检，对《公务员录用体检特殊标准（试行）》未作规定的项目，按《公务员录用体检通用标准（试行）》执行，视力标准可询招录单位。
3．按《公安机关录用人民警察体能测评项目和标准》进行体能测评。
4．按《公安机关录用人民警察政治考察工作办法》开展考察。具有《公安机关录用人民警察政治考察工作办法》第八条、第九条情形的，不得报考；父母、配偶或子女已移居国（境）外的，不得报考；非公派原因，曾六个月以上在国（境）外留学、工作、生活的，不得报考。
5．具有专业相关的初级及以上专业技术等级证、职业资格证、特种作业操作证或无人驾驶资格证。
6．具有从事专业相关的基层工作经历。
7．仅限男性报考。
8．异地人员提供戍边公寓。享受内蒙古地区子女教育优待。有固定的探亲假和休假安排。
9．在本单位最低服务年限五年（含试用期）。
10．须服从二次分配。
11．请考生及时关注“移民管理警察招考小助手”微信小程序发布的报考信息。",,,,,,
