sample_id,record_id,reference_skills,reference_warning,reference_years_experience,reference_education
RES-048,resume_002235_exp08_4,"[""Hive"", ""Python"", ""Spark"", ""数据工程"", ""Java"", ""SQL"", ""Go"", ""MySQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""Kafka"", ""Flink"", ""ETL"", ""CV/NLP"", ""Model Context Protocol"", ""Scikit-learn"", ""NLP"", ""数据可视化""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语四级""}"
RES-049,resume_std_005570_exp00_0,"[""C/C++"", ""嵌入式系统"", ""Linux"", ""RTOS"", ""ARM"", ""MCU"", ""驱动开发"", ""串口"", ""CAN"", ""I2C"", ""SPI"", ""硬件调试"", ""TCP/IP"", ""光学技术"", ""内存管理"", ""系统开发"", ""Python"", ""Shell脚本""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""普通高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-050,resume_std_005869_exp05_2,"[""FPGA"", ""Verilog"", ""VHDL"", ""Vivado"", ""时序约束"", ""RTL设计"", ""AXI"", ""PCIe"", ""DDR"", ""硬件调试"", ""数字电路"", ""信号完整性""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""电子科学与技术"", ""english_level"": ""英语六级""}"
RES-051,resume_003578_exp00_0,"[""Java"", ""TensorFlow"", ""算法工程"", ""C/C++"", ""Hadoop"", ""Hive"", ""Machine Learning"", ""NLP"", ""PyTorch"", ""Python"", ""数据工程"", ""机器学习"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""TDSQL""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""应用数学"", ""english_level"": ""英语六级""}"
RES-052,resume_005171_exp01_1,"[""Hadoop"", ""数据工程"", ""Hive"", ""Kafka"", ""Spark"", ""Flink"", ""Java"", ""Python"", ""C/C++"", ""Docker"", ""HBase"", ""操作系统"", ""JavaScript"", ""SQL"", ""Go"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""专科"", ""degree"": ""无学位"", ""school_category"": ""高职院校"", ""major"": ""信息管理与信息系统"", ""english_level"": ""无""}"
RES-053,resume_003303_exp00_0,"[""Machine Learning"", ""分布式系统"", ""机器学习"", ""深度学习"", ""C/C++"", ""Embedding"", ""Linux"", ""NLP"", ""Python"", ""RAG"", ""向量数据库"", ""推荐算法"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""Agentlightning"", ""System Prompt"", ""Large Language Model"", ""Flux"", ""Scikit-learn"", ""计算机视觉"", ""CUDA""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语六级""}"
RES-054,resume_001599_exp02_0,"[""系统开发"", ""Python"", ""软件测试"", ""Java"", ""AI测试"", ""大模型评测"", ""模型评测"", ""DevOps"", ""Linux"", ""研发效能"", ""信号处理"", ""硬件开发"", ""Selenium"", ""JMeter"", ""自动化测试"", ""性能测试"", ""安全测试"", ""Security Testing"", ""Automated Testing"", ""Performance Testing"", ""代码测试"", ""分布式系统"", ""系统设计"", ""云计算""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息安全"", ""english_level"": ""英语四级""}"
RES-055,resume_002971_exp02_0,"[""LLM"", ""Megatron"", ""PPO"", ""LoRA微调"", ""C/C++"", ""PyTorch"", ""DeepSpeed"", ""Python"", ""机器学习"", ""GRPO"", ""深度学习"", ""计算机视觉"", ""Java"", ""JavaScript"", ""TensorFlow"", ""Hadoop"", ""Spark"", ""DATA+AI"", ""AIBot"", ""AIOps"", ""多模态AI"", ""风控模型"", ""自然语言处理"", ""CUDA""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-056,resume_002435_exp08_3,"[""Python"", ""Linux"", ""Rust"", ""C/C++"", ""操作系统"", ""硬件开发"", ""网络编程"", ""Go"", ""Machine Learning"", ""模型压缩"", ""iOS"", ""机器人与自动驾驶"", ""Java"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""Microservices"", ""微服务"", ""Node.js"", ""高并发"", ""代码生成"", ""系统设计"", ""Elasticsearch""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""网络工程"", ""english_level"": ""英语四级""}"
RES-057,resume_004226_exp05_2,"[""Android"", ""C/C++"", ""Objective-C"", ""Swift"", ""Java"", ""Kotlin"", ""iOS"", ""Python"", ""Unreal Engine"", ""动画技术"", ""性能优化"", ""操作系统"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""用户增长"", ""用户研究"", ""市场营销"", ""代码测试"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""数字媒体技术"", ""english_level"": ""英语四级""}"
RES-058,resume_004643_exp03_2,"[""Python"", ""C/C++"", ""Linux"", ""Kubernetes"", ""PyTorch"", ""Machine Learning"", ""计算机视觉"", ""深度学习"", ""模型压缩"", ""汽车电子"", ""计算机体系结构"", ""交互技术"", ""Java"", ""SQL"", ""Go"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""Hadoop"", ""Spark"", ""向量检索"", ""AIBot"", ""GPU/AI"", ""AgentRuntime""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-059,resume_002158_exp05_3,"[""HIL测试"", ""计算机视觉"", ""仿真技术"", ""C/C++"", ""Machine Learning"", ""Python"", ""机器人与自动驾驶"", ""自动化技术"", ""图像图形技术"", ""Transformer"", ""机器学习"", ""深度学习"", ""Java"", ""JavaScript"", ""Go"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI"", ""大语言模型"", ""PCG/AI""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-060,resume_002771_exp01_1,"[""网络技术"", ""Shell脚本"", ""IT基础设施"", ""Kubernetes"", ""TCP/IP"", ""C/C++"", ""Python"", ""Go"", ""CSS"", ""Spark"", ""Java"", ""JavaScript"", ""AWS"", ""Azure"", ""Docker"", ""Linux"", ""Ansible"", ""CI/CD"", ""云计算"", ""性能测试"", ""安全测试"", ""自动化测试"", ""PostgreSQL"", ""Oracle""]",仅供盲标完成后复核，不得直接复制为金标,1,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-061,resume_002656_exp10_4,"[""Go"", ""深度学习"", ""Java"", ""Linux"", ""Machine Learning"", ""Python"", ""TensorFlow"", ""推荐算法"", ""机器学习"", ""NLP"", ""PyTorch"", ""分布式计算"", ""SQL"", ""Hadoop"", ""Spark"", ""Embedding"", ""QClaw-AI"", ""模型微调"", ""大模型"", ""搜索算法"", ""Multimodal AI"", ""特征工程"", ""NCCL"", ""NPU""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""博士研究生"", ""degree"": ""博士"", ""school_category"": ""985高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语六级""}"
RES-062,resume_002836_exp00_0,"[""Flink"", ""Machine Learning"", ""NLP"", ""Spark"", ""Hadoop"", ""Python"", ""PyTorch"", ""Hive"", ""搜索算法"", ""Scala"", ""游戏与图形开发"", ""ClickHouse"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""TensorFlow"", ""Tableau"", ""Power BI"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语六级""}"
RES-063,resume_003578_exp02_2,"[""Java"", ""TensorFlow"", ""算法工程"", ""C/C++"", ""Hadoop"", ""Hive"", ""Machine Learning"", ""NLP"", ""PyTorch"", ""Python"", ""数据工程"", ""机器学习"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""Pandas"", ""NumPy"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据分析"", ""TDSQL""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""应用数学"", ""english_level"": ""英语六级""}"
RES-064,resume_003087_exp10_4,"[""Go"", ""Python"", ""prompt工程"", ""C/C++"", ""Java"", ""LangChain"", ""Agent"", ""Function Calling"", ""LLM"", ""RAG"", ""软件开发"", ""LangGraph"", ""JavaScript"", ""SQL"", ""Spring Boot"", ""Django"", ""Flask"", ""Kafka"", ""RabbitMQ"", ""MySQL"", ""PostgreSQL"", ""Microservices"", ""微服务"", ""Node.js""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""英语六级""}"
RES-065,resume_003922_exp05_3,"[""C/C++"", ""软件开发"", ""Android Framework"", ""Java"", ""Swift"", ""性能优化"", ""Android"", ""Kotlin"", ""跨平台开发"", ""Objective-C"", ""iOS"", ""Python"", ""JavaScript"", ""SQL"", ""Go"", ""React Native"", ""Flutter"", ""React"", ""Vue"", ""用户增长"", ""品牌"", ""IP"", ""架构设计"", ""分布式系统""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""211高校"", ""major"": ""软件工程"", ""english_level"": ""无""}"
RES-066,resume_001815_exp02_1,"[""系统开发"", ""Python"", ""软件测试"", ""Java"", ""AI测试"", ""大模型评测"", ""模型评测"", ""DevOps"", ""Linux"", ""研发效能"", ""信号处理"", ""硬件开发"", ""Selenium"", ""JUnit"", ""JMeter"", ""安全测试"", ""自动化测试"", ""性能测试"", ""Automated Testing"", ""Security Testing"", ""Performance Testing"", ""分布式系统"", ""代码生成"", ""架构设计""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-067,resume_001833_exp00_0,"[""NLP"", ""深度学习"", ""TensorFlow"", ""Machine Learning"", ""Python"", ""计算机视觉"", ""Transformer"", ""C/C++"", ""Java"", ""PyTorch"", ""Spark"", ""Linux"", ""JavaScript"", ""SQL"", ""Go"", ""Pandas"", ""NumPy"", ""Hadoop"", ""Tableau"", ""Power BI"", ""FineBI"", ""向量数据库"", ""AI-native"", ""Multi-Agent""]",仅供盲标完成后复核，不得直接复制为金标,0,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""模式识别与智能系统"", ""english_level"": ""英语四级""}"
RES-068,resume_std_005920_exp08_3,"[""电源设计"", ""电力电子"", ""DC-DC"", ""BMS"", ""模拟电路"", ""PCB设计"", ""EMC"", ""电池管理"", ""Altium Designer"", ""硬件调试"", ""可靠性测试"", ""示波器"", ""Python"", ""仿真技术"", ""参数估计"", ""C/C++"", ""模拟电路设计"", ""汽车电子""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""机械设计制造及其自动化"", ""english_level"": ""英语六级""}"
RES-069,resume_004098_exp08_3,"[""Flink"", ""Python"", ""Spark"", ""数据工程"", ""C/C++"", ""ClickHouse"", ""Kafka"", ""Go"", ""Hadoop"", ""Hive"", ""Java"", ""向量数据库"", ""JavaScript"", ""SQL"", ""MySQL"", ""MongoDB"", ""Redis"", ""Tableau"", ""Power BI"", ""FineBI"", ""数据仓库"", ""Vector Database"", ""Oracle"", ""DevOps""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""数据科学与大数据技术"", ""english_level"": ""英语六级""}"
RES-070,resume_std_005639_exp10_4,"[""网络安全"", ""渗透测试"", ""漏洞挖掘"", ""安全攻防"", ""Web安全"", ""代码审计"", ""应急响应"", ""Python"", ""Linux"", ""安全测试"", ""威胁建模"", ""日志分析"", ""Go"", ""信息安全"", ""Java"", ""C/C++"", ""大模型安全"", ""模型安全""]",仅供盲标完成后复核，不得直接复制为金标,10,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""双一流高校"", ""major"": ""网络空间安全"", ""english_level"": ""英语六级""}"
RES-071,resume_002442_exp08_3,"[""模型服务化"", ""模型部署"", ""AI基础设施"", ""模型工程"", ""GPU内存优化"", ""模型推理"", ""DeepSpeed"", ""Triton"", ""推理优化"", ""CUDA"", ""MCP"", ""Megatron"", ""Python"", ""Java"", ""JavaScript"", ""SQL"", ""Go"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""CI/CD""]",仅供盲标完成后复核，不得直接复制为金标,8,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-072,resume_003839_exp02_0,"[""Hadoop"", ""数据工程"", ""Hive"", ""Kafka"", ""Spark"", ""Flink"", ""Java"", ""Python"", ""C/C++"", ""Docker"", ""HBase"", ""操作系统"", ""SQL"", ""Go"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Pandas"", ""NumPy"", ""TensorFlow"", ""PyTorch"", ""Tableau"", ""Power BI"", ""FineBI""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""普通高校"", ""major"": ""应用数学"", ""english_level"": ""英语六级""}"
RES-073,resume_std_005529_exp02_2,"[""大模型安全"", ""Prompt Injection"", ""Jailbreak"", ""Guardrail"", ""红队测试"", ""模型评测"", ""内容安全"", ""对抗样本"", ""风险控制"", ""安全策略"", ""Python"", ""安全测试"", ""AI安全"", ""C/C++"", ""RLHF"", ""AI测试"", ""DPO"", ""Go""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""信息安全"", ""english_level"": ""英语六级""}"
RES-074,resume_002202_exp05_2,"[""模型服务化"", ""模型部署"", ""AI基础设施"", ""模型工程"", ""GPU内存优化"", ""模型推理"", ""DeepSpeed"", ""Triton"", ""推理优化"", ""CUDA"", ""MCP"", ""Megatron"", ""Python"", ""JavaScript"", ""AWS"", ""Azure"", ""Docker"", ""Kubernetes"", ""Linux"", ""Ansible"", ""Terraform"", ""云计算"", ""性能测试"", ""安全测试""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""985高校"", ""major"": ""计算机科学与技术"", ""english_level"": ""英语六级""}"
RES-075,resume_002111_exp03_1,"[""Hadoop"", ""数据工程"", ""Hive"", ""Kafka"", ""Spark"", ""Flink"", ""Java"", ""Python"", ""C/C++"", ""Docker"", ""HBase"", ""操作系统"", ""JavaScript"", ""SQL"", ""MySQL"", ""PostgreSQL"", ""MongoDB"", ""Redis"", ""ETL"", ""数据湖"", ""Oracle"", ""Kubernetes"", ""CI/CD"", ""Linux""]",仅供盲标完成后复核，不得直接复制为金标,3,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""软件工程"", ""english_level"": ""英语四级""}"
RES-076,resume_std_005810_exp02_2,"[""UVM"", ""SystemVerilog"", ""Verilog"", ""覆盖率驱动验证"", ""仿真"", ""断言"", ""Python"", ""Perl"", ""SoC验证"", ""验证计划"", ""回归测试"", ""DFT"", ""Linux"", ""Shell脚本"", ""通信技术"", ""RISC-V"", ""CUDA"", ""硬件开发""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""普通高校"", ""major"": ""微电子科学与工程"", ""english_level"": ""英语六级""}"
RES-077,resume_std_006019_exp02_2,"[""AI产品设计"", ""大模型产品"", ""AIGC产品"", ""需求分析"", ""PRD"", ""用户研究"", ""数据分析"", ""原型设计"", ""Prompt工程"", ""RAG"", ""产品规划"", ""增长分析"", ""AIGC"", ""大模型应用"", ""AI工作流设计"", ""Agent"", ""AI安全""]",仅供盲标完成后复核，不得直接复制为金标,2,"{""education"": ""硕士研究生"", ""degree"": ""硕士"", ""school_category"": ""211高校"", ""major"": ""工业工程"", ""english_level"": ""英语六级""}"
RES-078,resume_000068_exp05_2,"[""Python"", ""Linux"", ""Rust"", ""C/C++"", ""操作系统"", ""硬件开发"", ""网络编程"", ""Go"", ""Machine Learning"", ""模型压缩"", ""iOS"", ""机器人与自动驾驶"", ""Java"", ""JavaScript"", ""Spring Boot"", ""Django"", ""Flask"", ""MySQL"", ""MongoDB"", ""Microservices"", ""Node.js"", ""微服务"", ""系统设计"", ""代码测试""]",仅供盲标完成后复核，不得直接复制为金标,5,"{""education"": ""本科"", ""degree"": ""学士"", ""school_category"": ""双一流高校"", ""major"": ""信息工程"", ""english_level"": ""无""}"
